project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
pytorch,pytorch/test/cpp/jit/test_subgraph_rewriter.cpp,92.61,94.14,90.389,98.201,85.768,2196316,2195292,2196308,2195300,2196316,92.222,2550598.4
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/5x5p2-minmax-scalar-1x1-acc4.c,0.723,0.737,0.735,0.727,0.692,161268,161268,161268,161268,161268,0.723,2357174.4
pytorch,pytorch/third_party/fbgemm/src/FbgemmFP16.cc,1.21,1.12,0.763,0.987,1.148,212984,212988,212984,212976,212976,1.046,374249.6
pytorch,pytorch/torch/csrc/utils/crash_handler.cpp,8.135,8.423,8.477,7.776,6.555,443640,443516,443640,443648,443584,7.873,656587.2
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_avx512_common_1x1_convolution.cpp,57.558,61.417,74.099,47.316,67.223,1295752,1295776,1295792,1295800,1295780,61.523,1739385.6
pytorch,pytorch/build/aten/src/ATen/native/cpu/ComplexKernel.cpp.DEFAULT.cpp,28.638,31.041,34.375,27.381,32.643,1060896,1061132,1060900,1060880,1060876,30.816,2356716.8
pytorch,pytorch/caffe2/quantization/server/dnnlowp_partition.cc,11.375,12.545,12.794,12.557,12.049,524312,523792,523796,523804,523808,12.264,1584839.2
pytorch,pytorch/torch/csrc/autograd/function.cpp,39.567,43.52,51.848,49.026,51.824,1393564,1393572,1393560,1393576,1393568,47.157,1917470.4
pytorch,pytorch/aten/src/ATen/native/UpSampleBilinear2d.cpp,38.434,45.293,47.637,37.734,42.736,1317172,1317180,1317176,1316644,1317168,42.367,2710636
pytorch,pytorch/caffe2/operators/bbox_transform_op.cc,39.424,40.104,48.906,39.429,51.516,1674200,1674212,1674212,1674204,1674212,43.876,2991276
pytorch,pytorch/third_party/pthreadpool/src/memory.c,0.51,0.505,0.488,0.498,0.495,190536,190536,190536,190536,190536,0.499,1864744
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/3x3p1-minmax-ssse3-6x4.c,2.38,2.895,3.144,3.511,1.901,215968,215712,215968,215968,215968,2.766,406452.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vrnd/gen/vrndu-sse2-x8.c,0.579,0.58,0.565,0.569,0.559,191500,191500,191500,191504,191504,0.570,407418.4
pytorch,pytorch/test/cpp/tensorexpr/test_external_calls.cpp,88.696,68.417,82.435,82.701,74.387,2245532,2245532,2246032,2246048,2245028,79.327,2437136
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vmax-sse-x4.c,0.49,0.524,0.494,0.501,0.525,191288,191288,191288,191288,191288,0.507,2436922.4
pytorch,pytorch/third_party/onnx/onnx/defs/rnn/old.cc,73.894,88.93,82.096,70.847,90.509,969568,969576,969056,969036,969560,81.255,1160647.2
pytorch,pytorch/third_party/XNNPACK/src/f32-prelu/gen/avx512f-2x32.c,1.256,1.237,1.251,1.261,1.234,203240,203240,203368,203240,203240,1.248,1172624.8
pytorch,pytorch/caffe2/onnx/onnxifi_init.cc,6.292,5.913,6.481,4.522,5.589,394740,394548,394608,394616,394676,5.759,597903.2
pytorch,pytorch/caffe2/operators/asin_op.cc,31.266,21.249,30.358,27.417,29.613,1241128,1241108,1241132,1241124,1241132,27.981,1635762.4
pytorch,pytorch/caffe2/operators/cbrt_op.cc,33.172,29.105,32.159,31.357,30.931,1240412,1239896,1239920,1239912,1240412,31.345,2481235.2
pytorch,pytorch/torch/csrc/jit/runtime/slice_indices_adjust.cpp,7.733,6.206,6.231,6.438,8.269,453460,453460,453456,453464,453404,6.975,1693559.2
pytorch,pytorch/test/cpp/jit/test_backend_compiler_lib.cpp,33.13,41.131,41.009,32.98,40.897,1440024,1440004,1440020,1440024,1440020,37.829,1893467.2
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/3x3s2p1-minmax-scalar-3x1.c,3.035,1.655,2.322,2.547,3.005,201008,201008,201008,201008,201008,2.513,1641026.4
pytorch,pytorch/third_party/fbgemm/src/spmmUtils.cc,9.757,9.511,9.164,9.544,10.332,240960,240836,241276,241024,241352,9.662,442097.6
pytorch,pytorch/third_party/XNNPACK/src/x32-zip/xm-sse2.c,1.692,1.777,1.77,1.71,1.882,179324,179324,179324,179324,179452,1.766,420439.2
pytorch,pytorch/caffe2/opt/distributed_test.cc,30.887,38.749,32.961,39.405,34.279,771792,772024,771268,772028,771524,35.256,951076.8
pytorch,pytorch/caffe2/operators/scale_op.cc,24.935,27.86,23.473,33.759,30.059,1165912,1165928,1165932,1165916,1165916,28.017,1937648
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/simple_resampling.cpp,78.269,94.896,76.491,79.189,77.979,805584,806788,806248,806628,806100,81.365,1972190.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/rnn/ref_postgemm_gru.cpp,51.725,78.947,70.174,67.991,81.068,602024,602148,602024,602540,602032,69.981,1408423.2
pytorch,pytorch/third_party/protobuf/src/google/protobuf/util/field_comparator.cc,40.868,31.095,36.889,40.145,33.308,1219540,1219648,1219520,1219596,1220056,36.461,1821825.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/lrn/jit_uni_lrn.cpp,128.305,136.056,131.945,137.878,111.808,992956,991996,992012,993060,992968,129.198,2212270.4
pytorch,pytorch/third_party/XNNPACK/src/u8-lut32norm/scalar.c,0.548,0.569,0.568,0.536,0.533,188924,188924,188924,188924,188924,0.551,1181522.4
pytorch,pytorch/third_party/XNNPACK/src/math/roundne-scalar-nearbyint.c,0.426,0.457,0.445,0.444,0.433,188832,188832,188832,188832,188832,0.441,377756
pytorch,pytorch/third_party/XNNPACK/src/f32-raddstoreexpminusmax/gen/avx512f-p5-scalef-x144-acc3.c,1.142,1.069,1.18,1.128,1.17,204128,204000,204000,204000,204000,1.138,392857.6
pytorch,pytorch/third_party/XNNPACK/src/x8-zip/xm-scalar.c,0.299,0.306,0.181,0.308,0.306,153056,153056,153056,153056,153056,0.280,357081.6
pytorch,pytorch/aten/src/ATen/native/Scalar.cpp,40.499,37.725,38.015,37.221,25.446,1155224,1154972,1155228,1154712,1155236,35.781,1308130.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_avx_u8_copy_bn_kern_autogen.cpp,17.711,15.922,17.874,16.731,17.716,340884,340892,340888,340420,340888,17.191,1495868.8
pytorch,pytorch/torch/csrc/utils/tensor_numpy.cpp,97.454,71.683,93.604,90.907,80.304,2058464,2058120,2058048,2058100,2058048,86.790,2398950.4
pytorch,pytorch/torch/csrc/api/src/nn/options/conv.cpp,47.462,50.45,59.619,53.895,53.268,1325804,1325812,1325808,1325812,1325800,52.939,3383963.2
pytorch,pytorch/third_party/sleef/src/common/common.c,0.446,0.447,0.455,0.462,0.454,188148,188148,188148,188148,188148,0.453,1513955.2
pytorch,pytorch/third_party/XNNPACK/src/f32-velu/gen/velu-avx2-rr1-lut8-p4-perm-x48.c,1.198,1.146,1.184,1.238,1.134,204812,204812,204812,204812,204812,1.180,392960
pytorch,pytorch/torch/csrc/autograd/python_hook.cpp,80.299,68.166,71.14,85.219,86.762,2130904,2129888,2129872,2129884,2129880,78.317,2334897.6
pytorch,pytorch/third_party/gloo/gloo/transport/context.cc,2.833,2.866,1.678,2.803,2.68,228876,229124,228744,228804,229068,2.572,2359008.8
pytorch,pytorch/third_party/XNNPACK/src/qs8-gemm/gen/3x4c8-xw-minmax-sse2.c,0.644,1.132,0.748,1.014,1.057,192820,192820,192820,192820,192820,0.919,421743.2
pytorch,pytorch/torch/csrc/api/src/nn/modules/pixelshuffle.cpp,140.132,134.655,135,127.691,147.733,2716464,2715836,2716828,2716140,2716824,137.042,2909238.4
pytorch,pytorch/caffe2/quantization/server/group_norm_dnnlowp_op.cc,36.268,40.676,47.89,46.849,49.119,1716260,1716256,1716252,1716256,1716244,44.160,4432672
pytorch,pytorch/torch/csrc/distributed/rpc/script_resp.cpp,145.275,128.885,142.486,134.389,136.423,2921828,2921828,2921880,2921868,2921832,137.492,4638100.8
pytorch,pytorch/aten/src/ATen/native/mkldnn/MKLDNNCommon.cpp,37.786,39.492,43.007,34.661,31.052,1248052,1248056,1248056,1248064,1248060,37.200,4169904.8
pytorch,pytorch/torch/csrc/api/src/nn/options/instancenorm.cpp,52.378,46.589,58.995,51.873,43.112,1291408,1291400,1291396,1291400,1291400,50.589,2539458.4
pytorch,pytorch/third_party/sleef/src/libm/mkdisp.c,2.649,1.709,2.793,2.72,2.996,210352,210352,210352,210352,210352,2.573,1501752.8
pytorch,pytorch/third_party/XNNPACK/src/qs8-vaddc/gen/minmax-xop-mul32-ld32-x8.c,0.911,0.892,0.943,0.561,1.016,203668,203796,203668,203796,203796,0.865,414096.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vmaxc-sse-x8.c,0.327,0.54,0.527,0.53,0.546,191336,191336,191336,191336,191336,0.494,395080.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vscaleextexp/gen/avx512f-p5-scalef-x32.c,0.925,0.898,0.88,0.899,0.593,203452,203452,203452,203452,203452,0.839,394788
pytorch,pytorch/torch/csrc/jit/passes/onnx/remove_inplace_ops_for_onnx.cpp,144.021,150.543,152.025,133.809,119.551,2853136,2853000,2853004,2853000,2853024,139.990,3056484.8
pytorch,pytorch/third_party/tensorpipe/tensorpipe/transport/uv/loop.cc,4.764,4.774,3.834,4.813,4.809,357512,357416,357416,357416,357420,4.599,3210468.8
pytorch,pytorch/caffe2/operators/conv_transpose_op.cc,18.102,18.703,19.389,23.566,16.229,991040,991024,991016,991036,991016,19.198,1348462.4
pytorch,pytorch/third_party/XNNPACK/src/qs8-gemm/gen/1x4c2-minmax-sse2-ld64.c,0.63,0.626,0.642,1.057,1.007,192104,192104,192104,192104,192104,0.792,1183130.4
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen-inc/4x16inc-minmax-avx-broadcast.c,0.984,1.705,1.618,1.205,1.665,204948,205012,204948,204948,204948,1.435,397064.8
pytorch,pytorch/aten/src/ATen/native/Onehot.cpp,33.517,28.092,30.356,34.343,31.994,1271144,1271144,1271152,1271152,1271136,31.660,1476106.4
pytorch,pytorch/aten/src/ATen/native/Blas.cpp,55.987,52.197,53.716,57.402,52.423,1303428,1303436,1303428,1303432,1303428,54.345,2574576
pytorch,pytorch/third_party/XNNPACK/src/f32-raddstoreexpminusmax/gen/sse2-p5-x20-acc2.c,0.724,0.783,0.777,0.742,0.743,191356,191356,191356,191356,191356,0.754,1494786.4
pytorch,pytorch/caffe2/operators/reduce_ops.cc,34.704,33.757,37.026,32.695,36.288,1254420,1254424,1252732,1254280,1254148,34.894,1445356.8
pytorch,pytorch/third_party/XNNPACK/src/f32-pavgpool/9p8x-minmax-sse-c4.c,3.575,3.629,3.387,3.228,3.539,210776,210776,210776,210776,210776,3.472,1464776.8
pytorch,pytorch/test/cpp/api/sequential.cpp,266.874,207.738,260.405,239.863,207.936,2870852,2870856,2870848,2870932,2871364,236.563,3081746.4
pytorch,pytorch/torch/csrc/api/src/nn/options/padding.cpp,47.806,46.34,56.807,44.646,53.641,1322236,1322228,1322232,1322224,1322220,49.848,4193198.4
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vadd-minmax-scalar-x2.c,0.343,0.336,0.334,0.337,0.337,154160,154160,154160,154160,154160,0.337,1476388
pytorch,pytorch/aten/src/ATen/MemoryOverlap.cpp,33.817,46.298,44.028,33.934,46.781,1225940,1226444,1225928,1225924,1226432,40.972,1380293.6
pytorch,pytorch/third_party/XNNPACK/src/operators/deconvolution-nhwc.c,14.083,14.816,10.834,14.639,17.041,500448,500448,500676,501188,501648,14.283,1727015.2
pytorch,pytorch/third_party/XNNPACK/src/subgraph/clamp.c,1.004,0.999,1.3,0.972,0.607,262068,262068,262068,262068,262068,0.976,762949.6
pytorch,pytorch/caffe2/core/tensor_int8.cc,17.785,19.87,19.487,15.779,19.964,798640,798516,798524,798496,798492,18.577,1060601.6
pytorch,pytorch/aten/src/ATen/core/dispatch/backend_fallback_test.cpp,70.325,56.45,57.947,53.519,68.906,1648792,1648796,1648792,1648792,1648284,61.429,2447224.8
pytorch,pytorch/third_party/fbgemm/third_party/asmjit/src/asmjit/x86/x86func.cpp,7.566,7.561,7.077,7.57,7.453,386512,386516,386512,386512,386516,7.445,2035204.8
pytorch,pytorch/caffe2/operators/batch_moments_op.cc,32.505,22.675,32.624,24.634,30.214,1273856,1273860,1273840,1273864,1273864,28.530,1660370.4
pytorch,pytorch/third_party/XNNPACK/src/f32-sigmoid/gen/avx2-rr1-p5-nr1fma-x40.c,1.189,1.182,1.243,1.274,1.209,204752,204752,204752,204752,204752,1.219,1478608.8
pytorch,pytorch/torch/csrc/utils/object_ptr.cpp,0.281,0.284,0.299,0.282,0.279,150536,150536,150536,150536,150536,0.285,355288
pytorch,pytorch/third_party/XNNPACK/src/f32-vsqrt/gen/fma3-nr1fma1adj-x32.c,1.035,1.012,1.009,0.957,1.016,204000,204000,204000,204000,204000,1.006,354536
pytorch,pytorch/third_party/fbgemm/third_party/asmjit/src/asmjit/x86/x86operand.cpp,4.157,2.436,4.198,4.148,3.911,300384,300400,300388,300380,300380,3.770,504386.4
pytorch,pytorch/torch/csrc/jit/tensorexpr/bounds_overlap.cpp,40.37,47.512,36.427,46.857,45.584,1560120,1560140,1560124,1560124,1560120,43.350,1860512
pytorch,pytorch/test/cpp/tensorexpr/test_simplify.cpp,734.679,722.903,708.456,729.066,721.635,3619004,3617992,3604292,3604316,3604296,723.348,5170105.6
pytorch,pytorch/third_party/XNNPACK/src/qs8-gemm/gen/1x4c2-minmax-xop-ld128.c,1.363,1.219,1.311,1.303,1.318,205288,205288,205288,205288,205288,1.303,3815268
pytorch,pytorch/torch/csrc/jit/tensorexpr/mem_arena.cpp,1.224,1.214,1.203,1.228,1.159,210464,210464,210468,210464,210464,1.206,415752.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vlrelu/gen/vlrelu-avx-x16.c,0.93,0.926,0.86,0.924,0.856,203884,203884,203884,203884,203884,0.899,414348.8
pytorch,pytorch/caffe2/perfkernels/typed_axpy_avx2.cc,1.979,1.357,1.913,1.943,1.825,224816,224816,224812,224816,224816,1.803,428699.2
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/3x3s2p1-minmax-scalar-1x1-acc2.c,0.603,0.592,0.606,0.589,0.625,160424,160424,160424,160424,160424,0.603,385239.2
pytorch,pytorch/third_party/XNNPACK/src/qs8-vaddc/gen/minmax-avx2-mul32-ld64-x24.c,0.937,0.983,1.003,1.005,0.92,203616,203616,203616,203616,203616,0.970,364040
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vdiv-scalar-x4.c,0.218,0.331,0.332,0.338,0.343,154160,154160,154160,154160,154160,0.312,357776
pytorch,pytorch/third_party/XNNPACK/src/f32-clamp/gen/avx-x8.c,0.907,0.89,0.892,0.721,0.529,203068,203068,203068,203068,203068,0.788,357228
pytorch,pytorch/third_party/XNNPACK/src/f32-sigmoid/gen/sse41-lut64-p2-div-x20.c,1.28,1.144,1.305,1.368,1.282,262080,262080,262080,262080,262080,1.276,465148
pytorch,pytorch/torch/csrc/jit/passes/constant_pooling.cpp,84.378,80.153,76.035,86.442,81.941,1944284,1944268,1944260,1944284,1944284,81.790,2206356
pytorch,pytorch/build/aten/src/ATen/native/cpu/Activation.cpp.DEFAULT.cpp,115.058,154.237,143.746,134.922,126.506,1540620,1540616,1539592,1541128,1540104,134.894,3484688
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/5x5s2p2-minmax-scalar-1x1-acc3.c,1.629,1.524,1.226,1.563,1.57,177128,177128,177384,177256,177128,1.502,1717616.8
pytorch,pytorch/aten/src/ATen/native/xnnpack/Shim.cpp,0.279,0.278,0.288,0.285,0.285,150560,150560,150560,150560,150560,0.283,327764.8
pytorch,pytorch/third_party/XNNPACK/src/math/sqrt-fma3-nr1fma1adj.c,0.873,0.863,0.801,0.865,0.86,202040,202040,202040,202040,202040,0.852,352600
pytorch,pytorch/c10/test/util/intrusive_ptr_test.cpp,195.31,230.887,221.503,214.664,208.562,428616,427860,427876,427600,427872,214.185,630004.8
pytorch,pytorch/caffe2/core/init.cc,53.15,39.018,38.175,49.644,40.39,1413844,1413340,1413340,1413336,1413336,44.075,1841404
pytorch,pytorch/torch/csrc/jit/passes/onnx/peephole.cpp,95.28,90.132,87.017,81.888,87.703,2125636,2126616,2126632,2126664,2125592,88.404,3539667.2
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen-inc/4x16inc-minmax-avx512f-broadcast.c,1.087,0.985,1.095,1.077,0.769,204272,204404,204272,204272,204272,1.003,2330526.4
pytorch,pytorch/c10/core/Stream.cpp,11.879,14.659,14.178,16.975,17.269,613052,612808,612796,613056,612796,14.992,817200
pytorch,pytorch/test/cpp/c10d/FileStoreTest.cpp,45.394,46.318,55.73,34.927,45.666,1565280,1565284,1565284,1565284,1565288,45.607,2178185.6
pytorch,pytorch/torch/csrc/jit/mobile/import_data.cpp,77.742,75.001,57.234,68.129,64.892,1626376,1626376,1627396,1626380,1626384,68.600,3191866.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm_bf16_convolution.cpp,96.74,80.203,128.597,106.73,127.632,1006896,1007408,1006896,1005864,1006896,107.980,2633374.4
pytorch,pytorch/third_party/fbgemm/src/OptimizedKernelsAvx2.cc,2.829,2.697,1.628,2.716,2.928,211344,211344,211344,211344,211344,2.560,1218136
pytorch,pytorch/third_party/XNNPACK/src/f32-vrnd/gen/vrndne-sse41-x8.c,0.558,0.52,0.531,0.527,0.532,191764,191764,191764,191764,191764,0.534,403108
pytorch,pytorch/caffe2/operators/floor_op.cc,15.992,21.878,20.591,22.469,20.842,979780,979760,979748,979760,979772,20.354,1171528
pytorch,pytorch/aten/src/ATen/native/quantized/library.cpp,46.65,56.095,54.938,37.133,50.991,1695480,1694456,1695476,1695488,1695476,49.161,2675039.2
pytorch,pytorch/third_party/XNNPACK/src/f32-vunary/gen/vneg-avx-x16.c,0.923,0.865,0.928,0.921,0.91,203876,203876,203876,203876,203876,0.909,1899151.2
pytorch,pytorch/build/aten/src/ATen/native/cpu/PowKernel.cpp.AVX.cpp,73.029,69.136,70.109,63.069,74.144,1532284,1531252,1532280,1531264,1532276,69.897,1735747.2
pytorch,pytorch/torch/csrc/jit/passes/onnx/fixup_onnx_controlflow.cpp,78.922,81.358,74.62,71.225,73.764,2071776,2071804,2071788,2071772,2071796,75.978,3603658.4
pytorch,pytorch/third_party/XNNPACK/src/qs8-gavgpool/gen/7p7x-minmax-ssse3-c24-acc2.c,2.636,1.463,2.776,2.388,1.562,216776,216776,216776,216776,216776,2.165,2288563.2
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/3x3p1-minmax-ssse3-1x4-acc4.c,1.57,1.749,1.612,1.767,1.716,193412,193412,193412,193412,193412,1.683,410188
pytorch,pytorch/third_party/XNNPACK/src/f32-igemm/gen/4x8-minmax-avx-broadcast.c,3.379,2.874,3.392,3.381,3.408,225232,225456,225456,225456,225456,3.287,418823.2
pytorch,pytorch/torch/csrc/jit/runtime/register_ops_utils.cpp,140.017,168.553,179.375,170.506,161.54,1785376,1786136,1786148,1785128,1785120,163.998,2010992.8
pytorch,pytorch/caffe2/core/module_test.cc,45.391,43.373,45.714,46.668,37.756,1552328,1552332,1552340,1552316,1552704,43.780,3337985.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_sse41_kernel_r_gemm_s8u8s32_kern_autogen.cpp,19.997,18.764,18.35,20.741,13.705,354468,355496,355508,356132,354988,18.311,1907722.4
pytorch,pytorch/third_party/XNNPACK/src/qu8-igemm/4x4c2-minmax-sse2.c,1.877,2.789,3.032,2.673,2.779,216584,216392,216392,216392,216392,2.630,571748.8
pytorch,pytorch/third_party/protobuf/src/google/protobuf/message.cc,29.493,42.111,33.811,35.757,36.973,912664,912660,912152,912660,912144,35.629,1128886.4
pytorch,pytorch/third_party/XNNPACK/src/f32-vsqrt/gen/scalar-sqrt-x2.c,0.482,0.484,0.486,0.477,0.485,190348,190348,190348,190348,190348,0.483,1102804
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vrsubc-minmax-scalar-x8.c,0.368,0.366,0.364,0.373,0.352,155276,155276,155268,155268,155268,0.365,345619.2
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen-inc/5x8inc-minmax-sse2-dup.c,2.904,2.766,1.71,2.727,2.736,216136,216136,216136,216136,216136,2.569,371407.2
pytorch,pytorch/third_party/protobuf/src/google/protobuf/util/internal/default_value_objectwriter.cc,39.046,38.468,32.688,24.652,30.062,905720,905784,905908,905660,905848,32.983,1121920
pytorch,pytorch/third_party/XNNPACK/src/f32-sigmoid/gen/avx-rr2-p5-div-x56.c,1.386,1.362,0.781,1.316,0.935,205072,205072,205072,205072,205072,1.156,1110856
pytorch,pytorch/third_party/XNNPACK/src/math/exp-avx-rr2-p5.c,0.929,0.842,0.845,0.852,0.907,203508,203508,203508,203508,203508,0.875,408580
pytorch,pytorch/third_party/XNNPACK/src/qs8-dwconv/gen/up32x9-minmax-avx2-mul16.c,3.147,3.243,1.832,3.057,3.117,227160,227160,226904,227160,227160,2.879,430616.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vsqrdiff-scalar-x1.c,0.32,0.328,0.315,0.324,0.192,153624,153624,153624,153624,153624,0.296,380732.8
pytorch,pytorch/aten/src/ATen/test/memory_overlapping_test.cpp,68.715,86.679,72.398,91.741,93.881,2210212,2209948,2210212,2210208,2209952,82.683,2363730.4
pytorch,pytorch/caffe2/operators/load_save_op.cc,72.053,68.337,62.513,74.719,70.439,1898272,1898272,1898268,1898780,1898772,69.612,4108579.2
pytorch,pytorch/caffe2/utils/math/utils.cc,18.825,18.586,19.502,13.531,19.197,502836,502332,502588,502596,502332,17.928,2401009.6
pytorch,pytorch/third_party/tensorpipe/third_party/libuv/src/unix/thread.c,1.169,1.167,1.188,1.192,1.171,264448,264448,264448,264448,264448,1.177,766984.8
pytorch,pytorch/third_party/benchmark/src/timers.cc,1.414,1.42,2.254,1.352,1.384,218936,218936,218940,218936,218936,1.565,483384.8
pytorch,pytorch/torch/csrc/jit/tensorexpr/expr.cpp,66.421,67.897,49.234,60.145,56.66,1081196,1080844,1081188,1081196,1080944,60.071,1300010.4
pytorch,pytorch/caffe2/operators/filler_op.cc,35.837,32.773,36.099,40.256,25.298,1262036,1262028,1262020,1262264,1262012,34.053,2343145.6
pytorch,pytorch/torch/csrc/autograd/custom_function.cpp,45.074,47.081,37.485,50.46,42.143,1203968,1203328,1203328,1203712,1203836,44.449,2465706.4
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vmul-minmax-avx-x8.c,0.869,0.993,0.92,0.922,0.9,203912,203912,203912,203912,203912,0.921,1407546.4
pytorch,pytorch/third_party/fbgemm/third_party/asmjit/src/asmjit/x86/x86compiler.cpp,10.609,14.483,16.166,16.979,16.326,674236,674276,674284,674288,674036,14.913,878136
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_brgemm_conv.cpp,469.574,496.952,473.239,525.498,485.053,1231976,1230596,1232968,1230744,1234920,490.063,1906464.8
pytorch,pytorch/third_party/tensorpipe/tensorpipe/channel/cma/factory.cc,7.753,7.786,7.83,8.249,5.347,429780,429868,429812,429892,429944,7.393,1662100
pytorch,pytorch/torch/csrc/distributed/c10d/ProcessGroupRoundRobin.cpp,33.168,41.28,37.868,39.583,40.799,1277656,1277648,1277644,1277912,1277904,38.540,1707612
pytorch,pytorch/aten/src/ATen/native/quantized/cpu/qhardsigmoid.cpp,34.2,36.922,41.289,39.659,36.882,1307608,1307600,1307616,1307096,1307620,37.790,2585260.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vaddc-minmax-avx-x16.c,0.865,0.896,0.859,0.942,0.907,203984,203984,203984,203984,203984,0.894,1511492
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_avx512_core_f32_wino_conv_2x3.cpp,63.724,70.418,63.833,67.347,59.067,843924,844428,844184,844188,844192,64.878,1048167.2
pytorch,pytorch/test/cpp/api/optim.cpp,406.043,368.245,365.357,306.422,348.936,3357152,3354200,3355608,3355100,3356252,359.001,4199845.6
pytorch,pytorch/torch/csrc/autograd/function_hook.cpp,6.724,4.314,6.74,4.23,6.93,445136,445140,445132,445140,445140,5.788,3800800
pytorch,pytorch/aten/src/ATen/native/quantized/cpu/qnnpack/src/q8gemm/2x4c8-sse2.c,1.342,1.343,1.289,1.413,1.378,203312,203312,203312,203312,203312,1.353,648449.6
pytorch,pytorch/aten/src/ATen/native/mkldnn/Utils.cpp,19.283,18.528,22.04,14.867,17.303,817236,817252,817248,817248,817244,18.404,1020557.6
pytorch,pytorch/third_party/tensorpipe/third_party/libuv/src/timer.c,6.992,6.287,6.636,5.736,6.793,379732,379980,379732,379740,379732,6.489,1197028.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vsub-minmax-avx512f-x16.c,0.907,0.872,0.848,0.831,0.888,203832,203832,203832,203832,203832,0.869,583615.2
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vmaxc-avx-x16.c,0.934,0.912,0.93,0.925,0.868,203864,203864,203864,203864,203864,0.914,407696
pytorch,pytorch/modules/detectron/sample_as_op.cc,26.39,19.803,23.595,28.905,27.897,1170428,1170408,1170428,1170424,1169904,25.318,1374182.4
pytorch,pytorch/torch/csrc/distributed/rpc/script_remote_call.cpp,122.915,148.935,154.539,150.917,161.33,3164252,3164280,3165292,3164280,3164280,147.727,4334795.2
pytorch,pytorch/aten/src/ATen/core/adaption.cpp,22.721,18.873,25.584,21.722,21.113,936840,936344,936860,936336,936340,22.003,4101020.8
pytorch,pytorch/third_party/XNNPACK/src/math/expminus-scalar-rr2-lut2048-p1.c,0.878,0.879,0.901,0.86,0.886,258436,258436,258436,258436,258436,0.881,1194980
pytorch,pytorch/third_party/ideep/mkl-dnn/src/common/resampling.cpp,1.451,1.464,1.451,1.318,1.462,212204,212200,212204,212204,212200,1.429,470638.4
pytorch,pytorch/third_party/fbgemm/src/FbgemmSparseDense.cc,6.633,11.414,11.284,11.226,10.65,463264,463260,463248,463264,463260,10.241,675461.6
pytorch,pytorch/third_party/XNNPACK/src/qs8-igemm/gen/4x4c2-minmax-sse41-ld128.c,2.473,2.64,2.466,2.675,2.474,205360,205360,205488,205360,205360,2.546,668644.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vunary/gen/vabs-avx512f-x16.c,0.906,0.91,0.581,0.896,0.859,203780,203780,203780,203780,203780,0.830,409165.6
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen-inc/7x16inc-minmax-avx512f-broadcast.c,1.417,1.408,1.502,1.518,1.292,204624,204492,204624,204624,204492,1.427,408351.2
pytorch,pytorch/caffe2/operators/quant_decode_op.cc,23.105,28.862,31.309,25.451,25.913,1203512,1203496,1203508,1203492,1203504,26.928,1408073.6
pytorch,pytorch/build/aten/src/ATen/native/cpu/BlasKernel.cpp.DEFAULT.cpp,19.827,27.555,27.375,18.561,26.669,882992,882996,884028,882988,884016,23.997,2086906.4
pytorch,pytorch/aten/src/ATen/native/mkldnn/Conv.cpp,122.519,96.844,94.697,97.845,84.085,2408024,2409044,2408020,2408012,2408016,99.198,3291627.2
