project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
tensorflow,external/com_github_grpc_grpc/src/core/lib/security/security_connector/load_system_roots_fallback.cc,0.344,0.582,0.596,0.572,0.583,225240,225240,225240,225240,225240,0.535,695921.6
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/StraightLineStrengthReduce.cpp,22.693,22.135,18.098,23.51,17.791,761912,763760,763124,763124,763120,20.845,988248
tensorflow,external/com_github_grpc_grpc/src/cpp/client/generic_stub.cc,6.761,7.599,8.316,6.643,10.073,472080,472096,472084,472080,472104,7.878,1235096.8
tensorflow,external/llvm-project/llvm/utils/TableGen/RegisterInfoEmitter.cpp,16.306,15.864,16.623,16.987,15.429,632564,632568,633584,632568,632568,16.242,1104859.2
tensorflow,external/llvm-project/llvm/lib/Object/ELFObjectFile.cpp,22.967,24.671,24.146,27.748,20.259,715104,715628,715116,716140,715884,23.958,1348344.8
tensorflow,external/llvm-project/llvm/lib/MC/MCAsmInfoCOFF.cpp,2.418,2.385,2.417,2.417,2.387,451052,451052,451052,451052,451056,2.405,1166627.2
tensorflow,external/com_github_grpc_grpc/src/core/ext/transport/chttp2/transport/hpack_table.cc,5.1,6.914,7.345,6.907,5.697,448236,448232,448232,448228,448232,6.393,899284.8
tensorflow,tensorflow/core/debug/debug.cc,24.772,20.418,23.711,21.463,22.857,1080604,1080620,1080612,1080616,1080616,22.644,1528845.6
tensorflow,external/llvm-project/llvm/lib/Target/PowerPC/PPCISelLowering.cpp,108.946,136.637,119.455,97.08,114.17,902932,903440,903436,902416,902924,115.258,1983643.2
tensorflow,tensorflow/stream_executor/rocm/rocm_platform_id.cc,12.161,12.197,11.086,11.95,11.944,521800,521544,521696,520412,520424,11.868,1424204.8
tensorflow,tensorflow/core/tpu/tpu_embedding_output_layout_utils.cc,37.825,43.369,38.422,36.876,33.167,906132,906128,906108,906120,906128,37.932,1427298.4
tensorflow,tensorflow/tools/graph_transforms/transform_graph.cc,23.548,19.459,23.459,23.164,23.931,1022964,1022896,1022892,1022960,1022892,22.712,1929044
tensorflow,external/llvm-project/llvm/lib/Analysis/CallGraph.cpp,27.818,26.727,17.749,23.74,23.939,672624,672628,672624,672624,672624,23.995,1695545.6
tensorflow,tensorflow/compiler/tf2xla/kernels/spmd_manual_sharding_ops.cc,35.642,38.271,46.424,45.783,35.684,1779776,1780288,1780284,1780364,1780288,40.361,2452824.8
tensorflow,external/llvm-project/mlir/lib/Dialect/Tensor/Transforms/Bufferize.cpp,8.842,7.888,11.668,9.435,9.724,746228,746236,746236,746236,746240,9.511,2526435.2
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/pollset_custom.cc,4.176,4.197,4.158,4.245,4.629,449080,449080,449084,449080,449080,4.281,1195316
tensorflow,tensorflow/compiler/xla/service/cpu/runtime_single_threaded_matmul.cc,174.269,150.266,185.124,168.636,195.042,792328,790244,781232,791392,773724,174.667,1234864.8
tensorflow,external/flatbuffers/src/flatc.cpp,9.799,9.468,10.772,11.149,9.874,495492,495496,496524,495496,495744,10.212,1281534.4
tensorflow,tensorflow/lite/toco/tensorflow_graph_matching/resolve_cluster.cc,24.193,22.313,19.067,24.391,20.358,1017768,1017772,1017772,1017772,1017900,22.064,1513547.2
tensorflow,external/llvm-project/llvm/lib/CodeGen/IfConversion.cpp,17.477,16.243,18.386,18.794,18.927,875352,875360,875360,875356,875364,17.965,1893155.2
tensorflow,external/llvm-project/mlir/lib/Conversion/VectorToLLVM/ConvertVectorToLLVMPass.cpp,8.004,9.299,10.874,10.815,11.863,748088,748080,748080,748092,748084,10.171,1623443.2
tensorflow,tensorflow/core/common_runtime/collective_param_resolver_local.cc,45.456,47.847,47.386,43.601,42.498,1335740,1335748,1336000,1336004,1335748,45.358,2083932.8
tensorflow,external/llvm-project/mlir/lib/Transforms/LocationSnapshot.cpp,5.312,5.812,4.165,5.833,3.897,553796,553796,553808,553800,553804,5.004,1889648.8
tensorflow,tensorflow/compiler/xla/client/sharding_builder.cc,18.207,25.688,25.235,24.237,20.202,784360,784368,784364,784356,784348,22.714,1338160
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/Orc/IRCompileLayer.cpp,6.919,6.969,7.085,7.097,5.699,538484,538492,538492,538492,538492,6.754,1322849.6
tensorflow,external/llvm-project/llvm/lib/Target/PowerPC/PPCBranchSelector.cpp,13.588,11.951,11.482,12.816,8.604,752692,752444,752952,752440,752440,11.688,1291084
tensorflow,external/llvm-project/llvm/lib/Target/PowerPC/TargetInfo/PowerPCTargetInfo.cpp,2.947,2.938,2.841,1.975,2.297,468472,468476,468476,468472,468472,2.600,1221067.2
tensorflow,tensorflow/compiler/mlir/lite/transforms/while_loop_outline.cc,47.294,32.026,41.752,45.685,32.615,2300300,2299276,2299264,2299272,2299268,39.874,2767949.6
tensorflow,bazel-out/k8-opt/bin/tensorflow/compiler/tf2xla/tf2xla.pb.cc,24.837,32.3,23.671,33.434,21.867,602540,602532,602544,602532,602544,27.222,2902014.4
tensorflow,tensorflow/core/lib/io/random_inputstream.cc,7.496,6.931,6.046,7.415,7.127,540956,540944,540952,541020,541020,7.003,1143516.8
tensorflow,tensorflow/core/kernels/reduction_ops_max.cc,31.936,29.963,31.104,33.387,28.704,1483744,1483732,1483736,1483736,1483744,31.019,2024716.8
tensorflow,bazel-out/k8-opt/bin/tensorflow/cc/ops/nn_ops.cc,105.327,105.225,107.188,97.62,96.652,1148844,1149096,1148852,1149364,1148848,102.402,2632739.2
tensorflow,external/icu/icu4c/source/common/ustrcase.cpp,15.079,15.307,8.883,11.566,15.616,456476,456476,456484,456476,456484,13.290,1605480
tensorflow,external/llvm-project/llvm/utils/TableGen/DFAEmitter.cpp,10.796,13.041,14.043,13.871,10.882,641488,641496,641500,641492,641492,12.527,1097972.8
tensorflow,tensorflow/core/ops/sendrecv_ops.cc,37,40.178,39.633,43.647,35.994,976688,976696,976696,976696,976692,39.290,1618187.2
tensorflow,tensorflow/core/data/service/split_provider.cc,23.991,25.633,20.927,28.159,23.536,1262660,1262652,1262656,1262668,1262664,24.449,2239353.6
tensorflow,tensorflow/core/kernels/pack_op.cc,72.314,97.004,102.843,87.658,110.013,1247172,1246976,1246884,1246660,1247040,93.966,2509606.4
tensorflow,tensorflow/lite/toco/graph_transformations/ensure_uint8_weights_safe_for_fast_int8_kernels.cc,10.917,12.941,9.76,8.811,12.656,707608,707608,707608,707612,707612,11.017,1954556
tensorflow,external/curl/lib/vquic/quiche.c,1.169,0.752,1.151,1.158,0.764,294368,294368,294368,294368,294368,0.999,1001977.6
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/f32/jit_sse41_kernel_sgemm_kern_autogen.cpp,18.937,16.282,11.166,16.773,18.326,435108,435620,435108,435616,435624,16.297,729783.2
tensorflow,external/boringssl/src/crypto/asn1/tasn_fre.c,8.729,6.824,8.954,10.509,8.713,428344,428344,428348,428344,428344,8.746,863760
tensorflow,tensorflow/core/kernels/cwise_op_bitwise_or.cc,33.304,27.417,26.884,32.061,35.058,1637672,1637672,1637680,1637684,1637672,30.945,2066020.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Utils/CallGraphUpdater.cpp,9.762,8.524,10.915,9.94,9.417,533008,533008,533008,532996,533004,9.712,2170680.8
tensorflow,tensorflow/compiler/xla/primitive_util.cc,21.798,17.188,23.299,22.321,17.851,708120,708112,708116,708120,708124,20.491,1241123.2
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86InstCombineIntrinsic.cpp,16.75,24.102,23.531,23.423,17.508,854960,854948,854948,854948,854948,21.063,1563068.8
tensorflow,tensorflow/compiler/jit/xla_device_context.cc,55.255,47.005,49.077,47.219,37.944,1862824,1863336,1862764,1863332,1862752,47.300,2717952
tensorflow,external/llvm-project/llvm/lib/Analysis/ValueLattice.cpp,4.082,3.771,2.959,3.362,3.455,487060,487064,487068,487072,487068,3.526,2350068
tensorflow,tensorflow/core/kernels/tile_functor_cpu_int8.cc,10.068,11.823,12.99,12.664,12.448,766388,766396,766380,766400,766384,11.999,1253456
tensorflow,external/com_github_grpc_grpc/src/core/ext/upb-generated/envoy/type/range.upb.c,2.861,2.841,2.854,2.931,2.073,427528,427524,427528,427524,427524,2.712,1193915.2
tensorflow,external/llvm-project/llvm/lib/Transforms/Utils/Local.cpp,87.368,79.342,75.19,68.964,76.104,777860,778116,778116,778376,778108,77.394,1205640.8
tensorflow,external/llvm-project/mlir/lib/Dialect/GPU/Transforms/KernelOutlining.cpp,11.301,15.872,17.711,16.029,16.168,764508,764516,764260,764516,764252,15.416,1542525.6
tensorflow,tensorflow/compiler/xla/service/cpu/ir_emitter.cc,169.47,158.815,137.012,141.67,155.611,2266412,2266408,2266412,2266412,2266416,152.516,3030822.4
tensorflow,tensorflow/core/kernels/string_upper_op.cc,17.173,24.18,20.499,16.219,23.629,1182712,1182652,1182716,1182712,1182720,20.340,3449114.4
tensorflow,tensorflow/compiler/aot/aot_only_var_handle_op.cc,41.526,41.181,39.106,41.196,39.967,1763328,1763252,1763268,1763312,1763324,40.595,2945999.2
tensorflow,external/nsync/internal/mu_wait.c,10.615,10.454,10.694,6.521,10.548,444876,444884,444880,444880,444880,9.766,2208176.8
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86SpeculativeLoadHardening.cpp,22.977,20.51,23.536,16.169,16.524,874648,874656,874652,874656,874656,19.943,1319533.6
tensorflow,tensorflow/core/grappler/optimizers/implementation_selector.cc,73.269,68.263,49.206,64.805,65.406,1467084,1467088,1467084,1467088,1467096,64.190,2341741.6
tensorflow,external/llvm-project/mlir/lib/Dialect/SPIRV/Transforms/RewriteInsertsPass.cpp,8.126,8.813,9.259,12.678,12.44,825524,825276,825272,825520,825268,10.263,2292460
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_uni_eltwise_int.cpp,119.636,112.794,122.209,101.813,87.904,662768,663268,663016,663532,663148,108.871,1488518.4
tensorflow,external/com_google_protobuf/src/google/protobuf/util/internal/field_mask_utility.cc,15.598,16.331,14.941,14.118,16.446,505244,505240,504476,505244,503692,15.487,1167925.6
tensorflow,external/llvm-project/llvm/lib/MC/MCSectionWasm.cpp,5.467,6.293,6.016,4.002,6.52,465668,465668,465672,465668,465668,5.660,970448
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/gethostname_fallback.cc,0.556,0.539,0.555,0.331,0.589,224628,224628,224628,224628,224628,0.514,690296.8
tensorflow,tensorflow/core/kernels/linalg/matrix_solve_ls_op_double.cc,21.648,24.634,20.964,26.835,30.379,1442676,1442676,1442688,1442684,1442680,24.892,1667308.8
tensorflow,tensorflow/lite/tools/optimize/quantization_wrapper_utils.cc,15.025,11.457,12.569,15.017,13.617,609596,609592,610096,609584,609584,13.537,2052371.2
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/JITLink/ELF.cpp,5.509,3.642,5.387,5.214,5.787,503388,503384,503388,503380,503392,5.108,1113076.8
tensorflow,external/curl/lib/vauth/krb5_sspi.c,1.177,1.063,0.747,1.157,0.872,294356,294356,294356,294356,294356,1.003,797742.4
tensorflow,external/llvm-project/llvm/lib/IR/AsmWriter.cpp,86.854,76.885,64.843,84.108,87.293,810208,810976,810968,811228,811228,79.997,1105277.6
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_brgemm_1x1_conv.cpp,106.427,107.07,78.847,87.781,100.431,580312,580308,580300,580308,580304,96.111,1391228
tensorflow,tensorflow/lite/toco/graph_transformations/resolve_constant_binary.cc,16.216,14.724,12.941,10.589,13.275,836148,836668,836156,836664,836676,13.549,1416768.8
tensorflow,tensorflow/compiler/mlir/lite/transforms/post_quantize.cc,11.364,16.58,16.125,15.587,14.648,770972,771488,771484,771484,771492,14.861,1607846.4
tensorflow,external/llvm-project/llvm/lib/CodeGen/AsmPrinter/DbgEntityHistoryCalculator.cpp,16.879,15.518,18.249,12.866,17.725,851364,852136,851360,851360,851104,16.247,1622848.8
tensorflow,tensorflow/compiler/mlir/xla/transforms/legalize_tf_communication.cc,40.025,42.934,42.596,40.097,35.867,2365892,2365864,2365896,2365896,2366040,40.304,3217382.4
tensorflow,tensorflow/core/kernels/data/flat_map_dataset_op.cc,40.403,40.909,40.014,36.475,38.678,1319180,1319688,1319176,1319176,1319176,39.296,3685196.8
tensorflow,tensorflow/core/common_runtime/pluggable_device/pluggable_device_context.cc,18.684,17.683,22.604,20.319,19.344,1184244,1184244,1184248,1184252,1184252,19.727,2503527.2
tensorflow,tensorflow/core/kernels/strided_slice_op_inst_5.cc,21.114,24.57,25.053,23.588,21.321,1178196,1178196,1178204,1178200,1178196,23.129,2362446.4
tensorflow,tensorflow/cc/gradients/nn_grad.cc,38.66,34.455,39.539,38.79,37.509,1250784,1250788,1250780,1250784,1250784,37.791,2428982.4
tensorflow,tensorflow/core/profiler/internal/cpu/host_tracer_utils.cc,14.262,14.964,14.788,9.265,15.096,807656,807648,807648,807648,807652,13.675,2058434.4
tensorflow,external/icu/icu4c/source/common/uarrsort.cpp,2.299,1.545,2.279,1.781,1.496,438768,438772,438768,438768,438776,1.880,1246420.8
tensorflow,external/boringssl/src/crypto/asn1/tasn_new.c,9.363,8.726,8.113,9.532,9.99,430560,430556,430560,430560,430556,9.145,869328.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_uni_reduction_kernel.cpp,34.306,31.396,36.288,31.217,29.24,662844,662924,662988,662400,662988,32.489,1093387.2
tensorflow,tensorflow/lite/kernels/neg.cc,9.081,7.153,11.365,7.459,8.622,755988,755996,755992,755992,755996,8.736,1418821.6
tensorflow,tensorflow/core/kernels/linalg/matrix_square_root_op.cc,57.671,52.956,62.656,55.739,53.462,3644436,3644428,3644436,3644432,3644428,56.497,4400424.8
tensorflow,tensorflow/compiler/tf2xla/sharding_util.cc,36.028,32.009,35.469,33.678,31.69,1262384,1262388,1262388,1262396,1262384,33.775,4906820
tensorflow,external/com_google_protobuf/src/google/protobuf/compiler/objectivec/objectivec_extension.cc,3.811,3.684,3.608,3.682,3.723,476916,476908,476904,476904,476916,3.702,1739297.6
tensorflow,tensorflow/python/saved_model/pywrap_saved_model.cc,10.579,9.59,9.897,8.748,7.651,794184,794184,794184,794180,794176,9.293,1271091.2
tensorflow,tensorflow/c/experimental/ops/math_ops.cc,20.545,22.345,21.845,24.165,18.704,990112,990128,990092,990124,990108,21.521,1784294.4
tensorflow,tensorflow/core/kernels/inplace_ops.cc,43.693,57.877,40.718,60.774,46.622,1582224,1582224,1582220,1582220,1582216,49.937,2572333.6
tensorflow,external/com_github_grpc_grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc,5.815,5.753,5.322,5.277,5.697,459124,459128,459132,459128,459124,5.573,2041348
tensorflow,tensorflow/compiler/tf2xla/kernels/identity_op.cc,30.222,35.241,29.601,27.404,28.601,1706800,1706812,1706800,1706800,1706812,30.214,2165932
tensorflow,tensorflow/compiler/mlir/lite/transforms/legalize_jax_random.cc,47.684,44.93,41.412,31.701,37.204,2449820,2449808,2449908,2449820,2449816,40.586,4156639.2
tensorflow,tensorflow/core/kernels/bias_op.cc,410.942,475.326,433.702,431.167,391.814,2004812,2007924,2010036,1987432,2015676,428.590,4455010.4
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86FastISel.cpp,48.363,44.077,30.622,47.586,37.968,894916,894908,894912,894912,894912,41.723,2900088
tensorflow,external/llvm-project/mlir/lib/Transforms/SymbolDCE.cpp,7.404,9.788,9.656,10.363,6.87,596348,597116,596352,597124,597636,8.816,1491827.2
tensorflow,external/llvm-project/llvm/utils/TableGen/FastISelEmitter.cpp,10.841,10.554,8.939,10.661,11.019,772900,772644,771620,772904,772900,10.403,1369508.8
tensorflow,external/com_github_grpc_grpc/src/core/lib/security/security_connector/fake/fake_security_connector.cc,7.481,7.153,8.269,8.047,6.69,469748,469744,469744,469744,469744,7.528,1242338.4
tensorflow,tensorflow/core/common_runtime/node_file_writer.cc,26.519,20.428,24.785,22.009,29.466,1126064,1126044,1126080,1126052,1126036,24.641,1595800
tensorflow,tensorflow/core/kernels/snapshot_op.cc,80.509,83.225,63.271,54.62,80.802,1325504,1325504,1325508,1325500,1325512,72.485,2451560.8
tensorflow,external/llvm-project/llvm/lib/Target/AArch64/AArch64LoadStoreOptimizer.cpp,28.987,25.878,24.494,26.734,31.85,910116,910116,910120,910124,910124,27.589,2235625.6
tensorflow,external/llvm-project/llvm/lib/ProfileData/InstrProf.cpp,35.067,30.042,32.421,33.533,47.296,712180,712172,712184,711920,711920,35.672,1622195.2
tensorflow,tensorflow/c/kernels/merge_summary_op.cc,18.438,21.677,18.587,23.263,16.814,1007088,1007084,1007088,1006576,1007088,19.756,1719060
tensorflow,tensorflow/core/kernels/random_shuffle_op.cc,126.492,130.259,105.08,102.852,135.444,1448880,1448880,1448880,1448884,1448884,120.025,2455866.4
tensorflow,external/mkl_dnn_v1/src/cpu/cpu_layer_normalization_list.cpp,2.187,1.97,2.967,3.156,2.942,369632,369632,369640,369628,369632,2.644,1818514.4
tensorflow,external/llvm-project/llvm/lib/CodeGen/EdgeBundles.cpp,10.015,8.634,10.128,9.273,9.718,540764,540248,541008,540500,540756,9.554,910288
tensorflow,tensorflow/lite/toco/graph_transformations/resolve_constant_slice.cc,16.382,13.906,16.794,15.124,13.426,801840,801844,801852,801852,801344,15.126,1342401.6
tensorflow,tensorflow/core/lib/io/two_level_iterator.cc,8.985,10.653,8.831,9.914,10.386,577140,577132,576888,577080,576880,9.754,1378770.4
tensorflow,tensorflow/compiler/mlir/lite/transforms/legalize_tf_while.cc,42.918,41.21,43.607,34.723,32.549,2256648,2256148,2257156,2255628,2256640,39.001,2833468
tensorflow,external/icu/icu4c/source/common/loclikely.cpp,7.532,9.815,8.809,7.31,7.244,447280,447276,447268,447276,447276,8.142,2703719.2
tensorflow,tensorflow/core/ops/function_ops.cc,17.603,22.169,21.138,23.519,21.854,986268,986204,986264,986304,986208,21.257,1433524.8
tensorflow,tensorflow/compiler/xla/service/hlo_alias_analysis.cc,42.929,33.249,38.938,44.291,42.785,1492984,1491920,1492980,1492940,1491920,40.438,2478798.4
tensorflow,tensorflow/compiler/xla/client/lib/comparators.cc,13.836,19.68,20.836,16.879,15.217,891944,891940,891928,891932,891800,17.290,2384457.6
tensorflow,bazel-out/k8-opt/bin/tensorflow/cc/ops/audio_ops_internal.cc,19.317,21.35,25.287,24.781,23.061,1068432,1068428,1068432,1068432,1068436,22.759,1960340.8
tensorflow,tensorflow/core/common_runtime/threadpool_device.cc,26.872,22.297,24.991,20.072,26.324,1162776,1162780,1162752,1162768,1162776,24.111,2231202.4
tensorflow,external/llvm-project/llvm/lib/Transforms/IPO/Annotation2Metadata.cpp,7.42,8.335,8.732,6.538,8.207,524240,524248,524244,524244,524248,7.846,1687015.2
tensorflow,tensorflow/lite/toco/graph_transformations/resolve_transpose_attributes.cc,9.325,12.776,11.494,7.561,10.434,704440,704432,704444,704440,704436,10.318,1228683.2
tensorflow,external/com_google_protobuf/src/google/protobuf/compiler/python/python_generator.cc,25.675,23.515,25.992,25.187,24.829,570160,570420,569908,570424,569128,25.040,1274446.4
tensorflow,external/llvm-project/llvm/lib/MC/MCAsmInfoXCOFF.cpp,2.858,1.762,3.215,2.778,2.873,464676,464688,464680,464684,464680,2.697,1034689.6
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/timer_heap.cc,4.729,3.752,4.622,4.776,4.845,449568,449572,449564,449564,449564,4.545,914248
tensorflow,tensorflow/compiler/xla/service/compiler.cc,28.43,31.143,38.781,26.846,28.851,1456324,1456328,1456328,1456328,1456292,30.810,1905886.4
tensorflow,tensorflow/tools/graph_transforms/sort_by_execution_order.cc,21.01,24.633,24.832,23.578,20.606,1088704,1088704,1088700,1088692,1088696,22.932,2545019.2
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/LoopRotation.cpp,8.335,6.634,9.196,9.157,9.296,731596,731604,731600,731592,731596,8.524,1820296.8
tensorflow,external/llvm-project/mlir/lib/TableGen/Predicate.cpp,9.275,6.42,8.607,5.513,8.773,717096,716080,717360,717100,715828,7.718,1448290.4
tensorflow,tensorflow/core/kernels/image/crop_and_resize_op.cc,187.247,175.293,180.451,219.859,202.83,1378344,1378348,1378344,1378352,1378340,193.136,2095038.4
tensorflow,tensorflow/compiler/jit/build_xla_ops_pass.cc,19.859,27.048,20.984,26.006,29.441,1334084,1334068,1334084,1334600,1334056,24.668,2712524
